tacticam_track_id,broadcast_track_id,cosine_similarity
1,12,0.9933
2,21,0.9921
3,12,0.9932
4,12,0.9946
5,9,0.9926
6,12,0.9943
7,86,0.9914
8,12,0.9892
9,12,0.9945
11,9,0.9911
12,86,0.9938
13,13,0.9898
14,12,0.9933
15,12,0.9917
16,12,0.9957
17,12,0.9936
18,21,0.9912
19,21,0.994
21,12,0.9937
22,12,0.992
34,86,0.9915
36,11,0.9918
42,21,0.9922
47,11,0.9907
48,86,0.9923
49,19,0.9919
51,11,0.9886
1,12,0.9929
2,86,0.9934
3,12,0.9936
4,12,0.9953
5,9,0.9923
6,12,0.9939
7,12,0.9919
8,9,0.9894
9,12,0.9936
11,9,0.9911
12,12,0.9936
13,86,0.991
14,12,0.9918
15,12,0.992
16,12,0.9957
17,12,0.9931
18,19,0.9906
19,86,0.9942
21,12,0.9932
22,12,0.9917
34,86,0.9915
36,86,0.992
42,12,0.9922
47,86,0.9917
48,86,0.992
49,86,0.9924
51,11,0.9909
1,12,0.9924
2,86,0.9922
3,12,0.9941
4,12,0.9955
5,9,0.9921
6,12,0.993
7,86,0.991
8,9,0.9885
9,12,0.993
11,9,0.9912
12,86,0.9932
13,86,0.9905
14,12,0.9918
15,12,0.9919
16,12,0.9947
17,12,0.9932
18,18,0.9909
19,21,0.9932
21,12,0.9935
22,21,0.9917
34,86,0.9915
36,11,0.9915
42,21,0.9918
47,12,0.9912
48,86,0.9927
49,86,0.9918
51,65,0.992
1,12,0.9925
2,86,0.9912
3,12,0.9935
4,12,0.9944
5,21,0.9911
6,12,0.9935
7,18,0.9899
8,18,0.991
9,12,0.9934
11,9,0.9907
12,86,0.9932
13,86,0.9907
14,19,0.9925
15,12,0.9916
16,12,0.9959
17,12,0.9938
18,21,0.9916
19,21,0.9934
21,85,0.995
22,12,0.9921
34,86,0.9921
36,11,0.9914
42,86,0.9915
47,86,0.99
48,86,0.9934
49,86,0.9924
51,11,0.9925
1,12,0.9912
2,86,0.9923
3,12,0.995
4,12,0.9939
5,9,0.9922
6,12,0.9932
7,86,0.9934
8,18,0.9902
9,12,0.9934
11,11,0.9927
12,12,0.9936
13,86,0.9899
14,19,0.9917
15,12,0.9923
16,12,0.9954
17,12,0.9939
18,86,0.9919
19,9,0.9902
21,12,0.9957
22,12,0.9911
34,86,0.991
36,11,0.9916
42,19,0.9913
47,11,0.9912
48,86,0.992
49,19,0.9926
51,11,0.9925
1,12,0.9924
2,86,0.9931
3,12,0.9948
4,12,0.995
5,9,0.9918
6,12,0.9925
7,86,0.9931
8,18,0.9899
9,12,0.9937
11,11,0.9931
12,12,0.9933
13,86,0.9911
14,12,0.9921
15,12,0.9925
16,12,0.9962
17,12,0.9926
18,21,0.9915
19,21,0.9907
21,12,0.9951
22,12,0.993
34,86,0.9913
36,11,0.9916
42,12,0.991
47,86,0.9917
48,86,0.9913
49,12,0.9917
51,65,0.9922
1,12,0.9923
2,12,0.9908
3,12,0.9916
4,12,0.9936
5,21,0.9907
6,12,0.9934
7,86,0.9924
8,18,0.9911
9,12,0.9941
11,86,0.9911
12,12,0.9948
13,12,0.992
14,12,0.9911
15,12,0.9936
16,12,0.9925
17,12,0.9925
18,19,0.9929
19,9,0.9901
21,12,0.994
22,12,0.9967
34,86,0.9934
36,11,0.9918
42,86,0.993
47,19,0.9947
48,11,0.9909
49,19,0.9895
51,11,0.9929
